Number,Id,Name,Title,Fed,Elo,NElo,Born,flag,Games,Club/City,#Trns
427,14203987,"Yakubboev, Nodirbek",IM,Uzbekistan,2569,,2002,,,,53
428,4162714,"Epishin, Vladimir",GM,Russia,2568,,1965,,,Rusia,313
429,4653530,"Kritz, Leonid",GM,Germany,2568,,1984,i,,SAbt SV Werder Breme,192
430,4651340,"Buhmann, Rainer",GM,Germany,2568,,1981,,,SV Hockenheim,384
431,11602740,"Meskovs, Nikita",GM,Latvia,2568,,1994,,,SG Speyer-Schwegenhe,214
432,400017,"Nunn, John D M",GM,England,2568,,1955,,,,10
433,5201268,"Sadorra, Julio Catalino",GM,Philippines,2568,,1986,,,,111
434,13302191,"Grigoryan, Avetik",GM,Armenia,2568,,1989,i,,,115
435,8000000202,"Hirschfeld, Philipp",,Unknown,2568,,0,i,,,0
436,2288230,"Forcen Esteban, Daniel",GM,Spain,2567,,1994,,,,171
437,3208923,"Smirnov, Anton",GM,Australia,2567,,2001,,,,92
438,14604299,"Skoberne, Jure",GM,Slovenia,2567,,1987,,,,98
439,107069,"Felgaer, Ruben",GM,Argentina,2566,,1981,,,,177
440,7100019,"Adianto, Utut",GM,Indonesia,2566,,1965,i,,,36
441,4121341,"Vorobiov, Evgeny E",GM,Russia,2566,,1976,,,SF 90 Spraitbach e.V,193
442,503142,"Nyback, Tomi",GM,Finland,2566,,1985,,,SAbt SV Werder Breme,234
443,1211668,"Chirila, Ioan-Cristian",GM,Romania,2566,,1991,,,Clubul Central De Sa,184
444,14108836,"Shkuro, Iuri",GM,Ukraine,2566,,1982,i,,,73
445,14903474,"Markos, Jan",GM,Slovakia,2566,,1985,,,Sk Slovan Bratislava,152
446,14103052,"Kovchan, Alexander",GM,Ukraine,2565,,1983,,,Sportfreunde Katernb,178
447,14907526,"Michalik, Peter",GM,Czech Republic,2565,,1990,,,SK Schwaebisch Hall,187
448,2000148,"Wolff, Patrick",GM,USA,2564,,1968,i,,California,47
449,12909572,"Kollars, Dmitrij",GM,Germany,2564,,1999,,,SF Deizisau,137
450,865834,"Moroni, Luca Jr",GM,Italy,2564,,2000,,,,138
451,8600970,"Zhang, Pengxiang",GM,China,2564,,1980,i,,CHINA,95
452,13300857,"Petrosyan, Manuel",GM,Armenia,2564,,1998,,,Stepanakert,99
453,8000000001,"De La Bourdonnais, Louis Charles Mahe",,Unknown,2564,,0,i,,,0
454,3506690,"Corrales Jimenez, Fidel",GM,USA,2563,,1987,,,,203
455,412686,"Hawkins, Jonathan",GM,England,2563,,1983,,,Consett,52
456,4180887,"Bocharov, Ivan",IM,Russia,2563,,1990,,,,98
457,13603078,"Nigalidze, Gaioz",IM,Georgia,2563,,1989,i,,,100
458,14100037,"Novikov, Igor",GM,USA,2563,,1962,i,,,82
459,3503321,"Gonzalez Vidal, Yuri",GM,Cuba,2562,,1981,,,,169
460,117927,"Perez Ponsa, Federico",GM,Argentina,2562,,1993,,,,107
461,4153251,"Panarin, Mikhail",GM,Russia,2562,,1983,,,,122
462,2400561,"Rowson, Jonathan",GM,Scotland,2561,,1977,i,,,71
463,4618777,"Jussupow, Artur",GM,Germany,2561,,1960,,,Schachgesellschaft S,157
464,4169530,"Vavulin, Maxim",GM,Russia,2561,,1998,,,,142
465,4189825,"Mozharov, Mikhail",GM,Russia,2561,,1990,,,,197
466,6300014,"Dastan, Muhammed Batuhan",GM,Turkey,2561,,1997,,,,98
467,8000000772,"Lasker, Berthold",,Unknown,2561,,0,i,,,0
468,1400037,"Hansen, Lars Bo",GM,Denmark,2560,,1968,i,,,47
469,14114550,"Muzychuk, Mariya",GM,Ukraine,2560,,1992,w,,OSG Baden-Baden,170
470,4100093,"Dolmatov, Sergey",GM,Russia,2560,,1959,i,,,19
471,22291482,"Santos Ruiz, Miguel",GM,Spain,2560,,1999,,,DJK Aufwaerts St. Jo,137
472,696358,"Bellahcene, Bilel",GM,Algeria,2560,,1998,,,OSG Baden-Baden,275
473,403989,"Pert, Nicholas",GM,England,2560,,1981,,,Sandhurst,96
474,4100301,"Razuvaev, Yuri S",GM,Russia,2560,,0,i,,,2
475,14204118,"Abdusattorov, Nodirbek",GM,Uzbekistan,2560,,2004,,,,56
476,13500520,"Shulman, Yury",GM,USA,2559,,1975,i,,Illinois,260
477,14109336,"Lagno, Kateryna",GM,Russia,2559,,1989,w,,Bochumer Schachverei,0
478,11601388,"Neiksans, Arturs",GM,Latvia,2559,,1983,,,SG Speyer-Schwegenhe,206
479,4156803,"Korneev, Oleg",GM,Spain,2559,,1969,,,Schachgemeinschaft P,425
480,4000013,"David, Alberto",GM,Italy,2559,,1970,,,,218
481,4700236,"Dervishi, Erald",GM,Albania,2559,,1979,,,Godesberger Schachkl,86
482,1301837,"Pelletier, Yannick",GM,Switzerland,2559,,1976,,,,199
483,2270544,"Alonso Rosell, Alvar",GM,Spain,2559,,1992,,,SCC Sabadell,150
484,4135148,"Shomoev, Anton",GM,Russia,2559,,1981,,,,165
485,24164879,"Lomasov, Semyon",IM,Russia,2559,,2002,,,Moscow,74
486,8000000062,"Deschapelles, Alexandre Louis Honore Lebreton",,Unknown,2559,,0,i,,,0
487,1112953,"Dziuba, Marcin",GM,Poland,2558,,1983,,,SG Turm Kiel von 191,156
488,14509792,"Martinovic, Sasa",GM,Croatia,2558,,1991,,,TSV Schoenaich,199
489,2300117,"Steingrimsson, Hedinn",GM,Iceland,2558,,1975,,,Schachgemeinschaft P,92
490,2900394,"Delchev, Aleksander",GM,Bulgaria,2558,,1971,,,SV Deggendorf,297
491,20657307,"Rambaldi, Francesco",GM,Italy,2558,,1999,,,,131
492,1700812,"Hillarp Persson, Tiger",GM,Sweden,2558,,1970,,,,199
493,14200937,"Gareyev, Timur",GM,USA,2557,,1988,,,California,186
494,8000000034,"Steinitz, Wilhelm",GM,Austria,2557,,1836,i,,,0
495,1405853,"Palo, Davor",GM,Denmark,2556,,1985,i,,Preetzer TSV,78
496,2106388,"Supi, Luis Paulo",GM,Brazil,2556,,1996,,,Sao Paulo,86
497,1200372,"Istratescu, Andrei",GM,Romania,2556,,1975,,,,226
498,12401820,"Tran, Tuan Minh",GM,Vietnam,2556,,1997,,,,137
499,4100514,"Pigusov, Evgeny",GM,Russia,2555,,1961,i,,,33
500,14111330,"Muzychuk, Anna",GM,Ukraine,2555,,1990,w,,OSG Baden-Baden,245
501,2019540,"Goldin, Alexander",GM,USA,2555,,1964,i,,Kentucky,207
502,14401290,"Saric, Ibro",GM,Bosnia & Herz.,2555,,1982,,,,83
503,5018420,"Narayanan, Srinath",GM,India,2555,,1994,,,,202
504,4105249,"Berdichevski, Igor",GM,Russia,2555,,1964,i,,,4
505,4121015,"Grechihin, Valery",GM,Russia,2555,,0,i,,,25
506,4130901,"Maslak, Konstantin",GM,Russia,2555,,1984,i,,,70
507,5045207,"Ghosh, Diptayan",GM,India,2555,,1998,,,,150
508,13601741,"Arutinian, David",GM,Georgia,2555,,1984,,,,145
509,605590,"Fontaine, Robert",GM,Switzerland,2554,,1980,,,Sportfreunde Katernb,108
510,201260,"Chuchelov, Vladimir",GM,Belgium,2554,,1969,i,,Sportfreunde Katernb,128
511,14104369,"Solodovnichenko, Yuri",GM,Ukraine,2554,,1978,,,Schachfreunde Gerres,306
512,14201801,"Vakhidov, Jakhongir",GM,Uzbekistan,2554,,1995,,,,111
513,24107131,"Stukopin, Andrey",GM,Russia,2554,,1994,,,,161
514,4117654,"Filippov, Valerij",GM,Russia,2553,,1975,i,,,51
515,202967,"Michiels, Bart",GM,Belgium,2553,,1986,,,DJK Aufwaerts St. Jo,140
516,1115120,"Heberla, Bartlomiej",GM,Poland,2553,,1985,,,Schachclub Hansa Dor,269
517,5018293,Kannappan Priyadharshan,GM,India,2553,,1993,,,,153
518,717312,"Antal, Gergely",GM,Hungary,2552,,1985,,,,150
519,2017199,"Friedel, Joshua",GM,USA,2552,,1986,,,Wisconsin,504
520,3503054,"Vazquez Igarza, Renier",GM,Spain,2552,,1979,,,,145
521,4201809,"Halkias, Stelios",GM,Greece,2552,,1980,,,OSG Baden-Baden,198
522,14114089,"Tarlev, Konstantin",GM,Ukraine,2552,,1987,,,SC Viernheim 1934 e.,138
523,620084,"Cornette, Matthieu",GM,France,2552,,1985,,,SK Oetigheim,286
524,1006088,"Werle, Jan",GM,Netherlands,2552,,1984,,,SAbt SV Werder Breme,146
525,5201640,"Barbosa, Oliver",GM,Philippines,2552,,1986,,,,182
526,13500465,"Fedorov, Alexei",GM,Belarus,2552,,1972,,,Belarus,135
527,2107139,"Fier, Alexandr",GM,Brazil,2551,,1988,,,Sportfreunde Katernb,323
528,4100425,"Smagin, Sergey",GM,Russia,2551,,1958,i,,,24
529,1407767,"Glud, Jakob Vang",GM,Denmark,2551,,1988,,,SG Turm Kiel von 191,130
530,301264,"Babula, Vlastimil",GM,Czech Republic,2551,,1973,,,SAbt SV Werder Breme,252
531,4262875,"Theodorou, Nikolas",IM,Greece,2551,,2000,,,,94
532,815837,"Rombaldoni, Axel",GM,Italy,2551,,1992,i,,,172
533,4108566,"Tsydypov, Zhamsaran",IM,Russia,2551,,1996,,,,83
534,4120680,"Sviridov, Valery",,Russia,2551,,1991,,,,69
535,5008352,"Sengupta, Deep",GM,India,2551,,1988,,,India,187
536,2000113,"Dzindzichashvili, Roman",GM,USA,2550,,1944,i,,Massachusetts,67
537,14506661,"Kuljasevic, Davorin",GM,Croatia,2550,,1986,,,TSV Schoenaich,201
538,4614950,"Mons, Leon",GM,Germany,2550,,1995,,,MSA Zugzwang 82 e.V.,178
539,14500116,"Palac, Mladen",GM,Croatia,2550,,1971,,,SK Kirchweyhe 1947,371
540,108820,"Lafuente, Pablo",GM,Argentina,2550,,1985,i,,,109
541,1702092,"Hellsten, Johan",GM,Sweden,2550,,1975,i,,,39
542,2070901,"Burke, John M",GM,USA,2550,,2001,,,Massachusetts,131
543,2901595,"Radulski, Julian",GM,Bulgaria,2550,,1972,i,,,145
544,4101634,"Vaulin, Alexander",GM,Russia,2550,,0,i,,,15
545,13600702,"Gelashvili, Tamaz",GM,Georgia,2549,,1978,i,,,231
546,1000012,"Timman, Jan Hendrik",GM,Netherlands,2549,,1951,,,Duesseldorfer Schach,191
547,3509362,"Quesada Perez, Yasser",GM,Cuba,2549,,1992,,,,71
548,5008123,"Koneru, Humpy",GM,India,2549,,1987,w,,,131
549,2034387,"Holt, Conrad",GM,USA,2548,,1993,,,Kansas,226
550,600270,"Degraeve, Jean-Marc",GM,France,2548,,1971,,,SC 1950 Remagen,223
551,4119932,"Rychagov, Andrey",GM,Russia,2548,,1979,,,SF 90 Spraitbach e.V,170
552,600024,"Spassky, Boris V",GM,Russia,2548,,1937,i,,,2
553,4151119,"Nechepurenko, Roman V",FM,Russia,2548,,1988,i,,,70
554,4634527,"Handke, Florian",GM,Germany,2547,,1982,,,DJK Aufwaerts St. Jo,156
555,4900847,"Batchuluun, Tsegmed",GM,Mongolia,2547,,1987,,,,83
556,1406000,"Rasmussen, Allan Stig",GM,Denmark,2547,,1983,,,SG Turm Kiel von 191,111
557,4135202,"Kharitonov, Alexandr",GM,Russia,2547,,1986,,,,116
558,14403803,"Kadric, Denis",GM,Bosnia & Herz.,2547,,1995,,,,165
559,8000001050,"Goetz, Alphonse",,Unknown,2547,,0,i,,,0
560,13300016,"Vaganian, Rafael A",GM,Armenia,2546,,1951,,,Schachgemeinschaft P,80
561,4659600,"Khenkin, Igor",GM,Germany,2546,,1968,,,SG Turm Kiel von 191,341
562,14600986,"Pavasovic, Dusko",GM,Slovenia,2546,,1976,,,Sparkasse Leibnitz,135
563,2061074,"Li, Ruifeng",GM,USA,2546,,2001,,,Texas,394
564,358878,"Nguyen, Thai Dai Van",GM,Czech Republic,2546,,2001,,,Mezinarodni Sachova,122
565,12501255,"Moradiabadi, Elshan",GM,USA,2545,,1985,,,,204
566,3200019,"Rogers, Ian",GM,Australia,2545,,1960,i,,,72
567,4128125,"Kosteniuk, Alexandra",GM,Russia,2545,,1984,w,,,171
568,4114060,"Sychev, Klementy",IM,Russia,2545,,1996,,,Sfr. Bad Emstal/Wolf,73
569,13306677,"Hakobyan, Aram",GM,Armenia,2545,,2001,,,Yerevan,53
570,4100387,"Ruban, Vadim",GM,Russia,2545,,1964,i,,,0
571,13701525,"Ismagambetov, Anuar",GM,Kazakhstan,2545,,1986,,,,149
572,8000000455,"Tarrasch, Siegbert",,Unknown,2545,,0,i,,,0
573,2255570,"Cuenca Jimenez, Jose Fernando",GM,Spain,2544,,1987,,,FC ST.Pauli 1910 eV,182
574,1303759,"Lampert, Jonas",IM,Germany,2544,,1997,,,Hamburger SK von 183,281
575,708402,"Medvegy, Zoltan",GM,Hungary,2544,,1979,,,SC Eppingen,177
576,1105680,"Markowski, Tomasz",GM,Poland,2544,,1975,,,Schachklub Koenig Pl,143
577,4113217,"Yemelin, Vasily",GM,Russia,2544,,1976,,,,150
578,4500261,"Kulaots, Kaido",GM,Estonia,2544,,1976,,,,254
579,14116367,"Vorontsov, Pavlo",GM,Ukraine,2544,,1998,,,,81
580,1704060,"Berg, Emanuel",GM,Sweden,2543,,1981,,,Schachclub Hansa Dor,299
581,2226332,"Ibarra Jerez, Jose Carlos",GM,Spain,2543,,1985,,,SC 1934 Gelnhausen,163
582,4600070,"Wahls, Matthias",GM,Germany,2543,,1968,i,,Hamburger SK von 183,41
583,4130804,"Grigoriants, Sergey",GM,Russia,2543,,1983,,,SK Oetigheim,149
584,8602387,"Gao, Rui",GM,China,2543,,1992,,,,102
585,8603294,"Liu, Qingnan",GM,China,2543,,1992,,,,73
586,727709,"Aczel, Gergely",GM,Hungary,2542,,1991,,,SV Esens,106
587,12801259,"Cmilyte, Viktorija",GM,Lithuania,2542,,1983,wi,,OSG Baden-Baden,182
588,4600118,"Hickl, Joerg",GM,Germany,2542,,1965,,,SV 1920 Hofheim,91
589,12100030,"Al-Mudahka, Mohd",GM,Qatar,2542,,1974,i,,,95
590,2800802,"Kogan, Arthur",GM,Israel,2542,,1974,,,SC 1934 Gelnhausen,173
591,1701754,"Westerberg, Jonathan",IM,Sweden,2542,,1994,,,Vallentuna SK,161
592,5061245,"Puranik, Abhimanyu",GM,India,2542,,2000,,,,114
593,12519278,"Mosadeghpour, Masoud",GM,Iran,2542,,1997,,,Kh.Razavi,89
594,13002759,Kyaw Mint,,Myanmar,2542,,0,i,,,5
595,4113624,"Shipov, Sergei",GM,Russia,2541,,1966,i,,,21
596,1203975,"Vajda, Levente",GM,Romania,2541,,1981,,,,226
597,1121499,"Bulski, Krzysztof",GM,Poland,2541,,1987,,,SV Griesheim 1976,163
598,2200058,"Rivas Pastor, Manuel",GM,Spain,2541,,1960,i,,,78
599,2100045,"Lima, Darcy",GM,Brazil,2541,,1962,,,Rio de Janeiro/RJ,103
600,13502247,"Zhigalko, Andrey",GM,Belarus,2541,,1985,,,,159
601,8000000544,"Charousek, Rezsoe",,Unknown,2541,,0,i,,,0
602,8000000823,"Neustadtl, Hermann",,Unknown,2541,,0,i,,,0
603,4100794,"Kuzmin, Alexey",GM,Russia,2540,,1963,i,,,18
604,14506254,"Saric, Ante",GM,Croatia,2540,,1984,,,TSV Schoenaich,234
605,14110547,"Zinchenko, Yaroslav",GM,Ukraine,2540,,1987,i,,Schachclub 1919 Sieg,124
606,4611799,"Stern, Rene",GM,Germany,2540,,1972,,,SK Koenig Tegel 1949,167
607,2000130,"Wilder, Michael",GM,USA,2540,,1962,i,,Ohio,3
608,2008564,"Kaidanov, Gregory",GM,USA,2540,,1959,,,,86
609,4115031,"Volzhin, Alexander",GM,Russia,2540,,1971,i,,,15
610,4138716,"Bocharov, Dmitry",GM,Russia,2540,,1982,,,,212
611,5084423,Aryan Chopra,GM,India,2540,,2001,,,,61
612,13800019,"Yurtaev, Leonid",GM,Kyrgyzstan,2540,,0,i,,,24
613,14100096,"Tukmakov, Vladimir B",GM,Ukraine,2540,,1946,i,,,38
614,24114928,"Tilicheev, Viacheslav",IM,Russia,2540,,1994,,,,85
615,12800023,"Rozentalis, Eduardas",GM,Lithuania,2539,,1963,,,Lituania,270
616,3503313,"Almeida Quintana, Omar",GM,Cuba,2539,,1981,,,,255
617,609404,"Le Roux, Jean-Pierre",GM,France,2539,,1982,,,SK Schwaebisch Hall,209
618,14505959,"Jankovic, Alojzije",GM,Croatia,2539,,1983,,,SC 1934 Gelnhausen,241
619,1512668,"Christiansen, Johan-Sebastian",GM,Norway,2539,,1998,,,,108
620,2000156,"Alburt, Lev",GM,USA,2539,,1945,i,,,4
621,8603847,"Zeng, Chongsheng",GM,China,2539,,1993,,,,84
622,13001841,"Thein, Dan Oo",,Myanmar,2539,,0,i,,,0
623,14502070,"Topalovic, Zlatko",IM,Croatia,2539,,1965,i,,,21
624,4623169,"Naumann, Alexander",GM,Germany,2538,,1979,,,Schachgesellschaft S,187
625,813613,"Brunello, Sabino",GM,Italy,2538,,1989,,,,178
626,7200595,"Ziska, Helgi Dam",GM,Faroe Islands,2538,,1990,,,"HT, Havnin",102
627,2800055,"Boruchovsky, Avital",GM,Israel,2538,,1997,,,,108
628,4119991,"Ovetchkin, Roman",GM,Russia,2538,,1973,,,,128
629,8603693,"Xiu, Deshun",GM,China,2538,,1989,,,,131
630,12800040,"Kveinys, Aloyzas",GM,Lithuania,2537,,1962,i,,,242
631,4102878,"Ibragimov, Ildar",GM,Russia,2537,,1967,i,,Connecticut,390
632,728012,"Mihok, Oliver",GM,Hungary,2537,,1993,,,Erfurter Schachklub,259
633,1501984,"Lie, Kjetil A",GM,Norway,2537,,1980,,,,74
634,4212312,"Pavlidis, Antonios",GM,Greece,2537,,1993,,,SG Speyer-Schwegenhe,126
635,13302841,"Aghasaryan, Robert",GM,Armenia,2537,,1994,,,Yerevan,86
636,604011,"Dorfman, Iossif",GM,France,2537,,1953,,,,42
637,2000040,"Gulko, Boris",GM,USA,2537,,1947,i,,Estados Unidos,36
638,5100011,"Hernandez Guerrero, Gilberto",GM,Mexico,2537,,1970,,,,90
639,13503758,"Stupak, Kirill",GM,Belarus,2537,,1990,,,,206
640,13300059,"Anastasian, Ashot",GM,Armenia,2536,,1964,i,,Yerevan,63
641,13900463,"Svetushkin, Dmitry",GM,Moldova,2536,,1980,,,SK 1879 HD-Handschuh,341
642,1122452,"Tazbir, Marcin",GM,Poland,2536,,1988,,,SV Griesheim 1976,192
643,12500739,"Ghaem Maghami, Ehsan",GM,Iran,2536,,1982,,,Hamburger SK von 183,412
644,700010,"Ribli, Zoltan",GM,Hungary,2536,,1951,,,FC Bayern Muenchen e,126
645,14115298,"Bogdanovich, Stanislav",GM,Ukraine,2536,,1993,,,,103
646,14129574,"Shevchenko, Kirill",GM,Ukraine,2535,,2002,,,SC Emmendingen 1937,109
647,4202139,"Nikolaidis, Ioannis",GM,Greece,2535,,1971,,,,170
648,725323,"Pap, Gyula",GM,Hungary,2535,,1991,i,,,139
649,2801795,"Steinberg, Nitzan",GM,Israel,2535,,1998,,,,75
650,4119410,"Popov, Valerij",GM,Russia,2535,,1974,,,,143
651,4125371,"Novikov, Stanislav",GM,Russia,2535,,1985,,,,128
652,4151976,"Frolyanov, Dmitry",GM,Russia,2535,,1986,,,,110
653,13501720,"Maiorov, Nikita",GM,Belarus,2535,,1985,,,,193
654,14100932,"Brodsky, Michail",GM,Ukraine,2535,,1969,,,,120
655,14928752,"Gazik, Viktor",IM,Slovakia,2535,,2001,,,Liptovska Sachova Sk,131
656,5004225,"Sandipan, Chanda",GM,India,2534,,1983,,,Schachgesellschaft S,235
657,1121219,"Czarnota, Pawel",GM,Poland,2534,,1988,,,Schachverein Wattens,115
658,4611268,"Boensch, Uwe",GM,Germany,2534,,1958,,,USV TU Dresden,85
659,11600039,"Kengis, Edvins",GM,Latvia,2534,,1959,,,,67
660,8607508,"Li, Di",IM,China,2534,,1999,,,,48
661,3509265,"Garcia Pantoja, Roberto",IM,Cuba,2534,,1992,,,,105
662,4124650,"Smikovski, Ivan",IM,Russia,2534,,1972,i,,,31
663,5011132,Deepan Chakkravarthy J,GM,India,2534,,1987,,,,188
664,13400665,"Abbasov, Farid",GM,Azerbaijan,2534,,1979,,,,106
665,2011255,"Schwartzman, Gabriel",GM,USA,2533,,1976,i,,Florida,54
666,13400363,"Guliyev, Namig",GM,Azerbaijan,2533,,1974,,,SC Eppingen,333
667,2108356,"Diamant, Andre",GM,Brazil,2533,,1990,,,,149
668,1004689,"Ernst, Sipke",GM,Netherlands,2533,,1979,,,Hamburger SK von 183,252
669,325740,"Plat, Vojtech",GM,Czech Republic,2533,,1994,,,SC Weiler im Allgaeu,375
670,411477,"Gordon, Stephen J",GM,England,2533,,1986,,,SG Trier,108
671,2908549,"Dimitrov, Radoslav",GM,Bulgaria,2533,,1993,,,,139
672,4152786,"Kozhakin, Vladimir",FM,Russia,2533,,1957,i,,,6
673,4156013,"Obolenskikh, Dmitry",IM,Russia,2533,,1985,,,,96
674,13402390,"Rasulov, Vugar",GM,Azerbaijan,2533,,1991,,,Azerbaidjan,121
675,1205730,"Nevednichy, Vladislav",GM,Romania,2532,,1969,,,Cs Aem Luxten Timiso,259
676,4600347,"Mueller, Karsten",GM,Germany,2532,,1970,i,,Hamburger SK von 183,63
677,4611420,"Luther, Thomas",GM,Germany,2532,,1969,,,SK Weilheim e.V.,306
678,13303635,"Harutyunian, Tigran K",IM,Armenia,2532,,1997,,,Yerevan,101
679,3202534,"Zhao, Zong-Yuan",GM,Australia,2532,,1986,,,NSW,78
680,4203380,"Miladinovic, Igor",GM,Serbia,2532,,1974,,,,197
681,5024854,"Debashis, Das",GM,India,2532,,1993,,,,148
682,25059530,Praggnanandhaa R,GM,India,2532,,2005,,,,110
683,8000000949,"Lovegrove, Walter Romaine",,Unknown,2532,,0,i,,,0
684,2800080,"Kosashvili, Yona",GM,Israel,2531,,1970,i,,,15
685,1200020,"Marin, Mihail",GM,Romania,2531,,1965,,,Acs De Sah Apa Nova,131
686,315303,"Zilka, Stepan",GM,Czech Republic,2531,,1988,,,Novoborsky Sk,153
687,24638056,"Dann, Matthias",IM,Germany,2531,,1991,,,DJK Aufwaerts St. Jo,130
688,4600193,"Lutz, Christopher",GM,Germany,2531,,1971,,,Schachgemeinschaft P,108
689,3508129,"Guerra Mendez, Jose Angel",GM,Spain,2531,,1988,,,,138
690,2107660,"Mekhitarian, Krikor Sevag",GM,Brazil,2531,,1986,,,,209
691,4111990,"Khanin, Semen",IM,Russia,2531,,1999,,,,106
692,8603189,"Wan, Yunguo",GM,China,2531,,1990,,,,133
693,12800104,"Ruzele, Darius",GM,Lithuania,2531,,1968,i,,,4
694,13600095,"Sturua, Zurab",GM,Georgia,2531,,1959,,,,40
695,24176460,"Sorokin, Aleksey",FM,Russia,2531,,2000,,,,91
696,13602926,"Margvelashvili, Giorgi",GM,Georgia,2530,,1990,i,,,144
697,720852,"Gonda, Laszlo",GM,Hungary,2530,,1988,,,MTV Tostedt,258
698,400580,"Parker, Jonathan F",GM,England,2530,,1976,,,Cavendish,30
699,4100875,"Ionov, Sergey",GM,Russia,2530,,1962,i,,,51
700,4100921,"Tseshkovsky, Vitaly",GM,Russia,2530,,0,i,,,82
701,4103050,"Budnikov, Alexandar",IM,Russia,2530,,1967,i,,,0
702,4600061,"Schmid, Lothar",GM,Germany,2530,,1928,i,,,0
703,13300237,"Danielian, Oganes",GM,Armenia,2530,,1974,i,,,10
704,11000000005,"Euwe, Machgielis",GM,Netherlands,2530,,1901,i,,,0
705,14109743,"Aveskulov, Valeriy",GM,Ukraine,2529,,1986,i,,,77
706,2008572,"Shabalov, Alexander",GM,USA,2529,,1967,,,Pennsylvania,560
707,2300044,"Hjartarson, Johann",GM,Iceland,2529,,1963,,,,54
708,1013068,"Pruijssers, Roeland",GM,Netherlands,2529,,1989,,,DJK Aufwaerts St. Jo,192
709,700045,"Pinter, Jozsef",GM,Hungary,2529,,1953,,,BG Buchen,180
710,2260735,"Asis Gargatagli, Hipolito",IM,Spain,2529,,1986,,,,125
711,2037602,"Brown, Michael William",IM,USA,2529,,1997,,,California,227
712,5900727,"Kelires, Andreas",GM,Greece,2529,,1999,,,,73
713,2106981,"El Debs, Felipe De Cresce",GM,Brazil,2529,,1985,,,,102
714,2900130,"Kolev, Atanas",GM,Bulgaria,2529,,1967,,,,77
715,3408027,"Flores Rios, Mauricio",GM,Chile,2529,,1990,i,,,55
716,46616543,Gukesh D,IM,India,2529,,2006,,,,51
717,8000000448,"Hruby, Vincenz",,Unknown,2529,,0,i,,,0
718,1205064,"Szabo, Gergely-Andras-Gyula",GM,Romania,2528,,1983,,,Schachvereinigung 19,219
719,723762,"Fodor, Tamas Jr",GM,Hungary,2528,,1991,,,USV Halle,230
720,4120213,"Belozerov, Andrei",GM,Russia,2528,,1977,,,,88
721,2000121,"Kavalek, Lubomir",GM,USA,2527,,1943,i,,Virginia,0
722,2613280,"Preotu, Razvan",GM,Canada,2527,,1999,,,,69
723,4135229,"Anisimov, Pavel",IM,Russia,2527,,1986,,,,59
724,13700278,"Kotsur, Pavel",GM,Kazakhstan,2527,,1974,,,,115
725,14104954,"Bagrationi, Alexander",GM,Ukraine,2527,,1990,,,,53
726,14109476,"Tukhaev, Adam",GM,Ukraine,2527,,1988,,,,139
727,8000000112,"Seguin, C A",,Unknown,2527,,0,i,,,0
728,8000000446,"Chamier, Edward",,Unknown,2527,,0,i,,,0
729,8000000559,"Atkins, Henry Ernest",,Unknown,2527,,0,i,,,0
730,13601270,"Shengelia, David",GM,Austria,2526,,1980,,,Schachklub Baden,211
731,4144031,"Danin, Alexandre",GM,Russia,2526,,1986,,,Freibauer Moerlenbac,210
732,3507548,"Gonzalez Zamora, Juan Carlos",GM,Mexico,2526,,1968,,,,101
733,4107730,"Shchekachev, Andrei",GM,France,2526,,1972,,,,236
734,4122747,"Shariyazdanov, Andrey",GM,Russia,2526,,1976,i,,,71
735,7101384,"Megaranto, Susanto",GM,Indonesia,2526,,1987,,,,130
736,14602377,"Beliavsky, Alexander G",GM,Slovenia,2526,,1953,,,,137
737,24183750,"Lobanov, Sergei",IM,Russia,2526,,2001,,,,73
738,35009192,Erigaisi Arjun,GM,India,2526,,2003,,,,89
739,14104911,"Sikula, Vaszilij",GM,Ukraine,2525,,1981,i,,,73
740,4119002,"Rustemov, Alexander",GM,Russia,2525,,1973,i,,Schachverein Wattens,82
741,24692018,"Noe, Christopher",IM,Germany,2525,,1996,,,SC Eppingen,159
742,2900440,"Chatalbashev, Boris",GM,Denmark,2525,,1974,,,SC Remagen-Sinzig,240
743,14102811,"Borovikov, Vladislav",GM,Ukraine,2525,,1973,,,Schachclub 1919 Sieg,140
744,13400681,"Babaev, Rashad",GM,Azerbaijan,2525,,1981,i,,,94
745,1300113,"Georgiadis, Nico",GM,Switzerland,2525,,1996,,,,116
746,1438832,"Thybo, Jesper Sondergaard",IM,Denmark,2525,,1999,,,Skive,64
747,6300529,"Ali Marandi, Cemil Can",GM,Turkey,2525,,1998,,,,106
748,14000563,"Annaberdiev, Meilis",IM,Turkmenistan,2525,,1985,,,,74
749,8000000316,"Hosmer, Henry",,Unknown,2525,,0,i,,,0
750,5030692,Vishnu Prasanna V,GM,India,2524,,1989,,,TSV Schoenaich,158
751,12800112,"Sulskis, Sarunas",GM,Lithuania,2524,,1972,,,SV Koblenz 03/25,260
752,4100379,"Dvoirys, Semen I",GM,Russia,2524,,1958,,,,160
753,4155351,"Moskalenko, Alexander",GM,Russia,2524,,1988,,,,71
754,4300033,"Cheng, Bobby",IM,Australia,2524,,1997,,,VIC,92
755,24105074,"Iljiushenok, Ilia",GM,Russia,2524,,1993,,,,90
756,13601865,"Aroshidze, Levan",GM,Spain,2523,,1985,,,Banyoles,151
757,2300087,"Stefansson, Hannes",GM,Iceland,2523,,1972,,,,181
